id,project_id,level,category_code,parent_id,name,unit,qty,unit_price,total_price,weight_pct,progress_pct,sort_order,created_at,updated_at,material_pct,upah_pct,alat_pct,other_pct,planned_start,planned_end,gantt_dependencies,gantt_dep_rules
b8c7db12-283a-4dc5-8958-b6329f485e36,c0000000-0000-0000-0000-000000000002,category,I,,PEKERJAAN PERSIAPAN,,,,40879680.00,1.1262,0.00,0,2026-06-15T19:25:18.163Z,2026-06-15T19:25:18.163Z,0.00,0.00,0.00,0.00,,,,"[]"
e28f3ea0-85a6-40eb-9fb3-62c0673e2dc9,c0000000-0000-0000-0000-000000000001,category,IV,,PEKERJAAN PASANGAN,,,,187670497.22,14.4069,0.00,97,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,2026-03-19T17:00:00.000Z,2026-05-09T17:00:00.000Z,"[""19f2238c-7124-4569-975a-da422d641c6e""]","[]"
a7b048bd-e643-4ccd-b438-c86710585d83,c0000000-0000-0000-0000-000000000001,subcategory,,,Membongkar 1 m2 Dinding bata,,,,5202000.00,0.0000,0.00,7,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
7d1f94f5-598d-4956-a8a7-fc106d3bf837,c0000000-0000-0000-0000-000000000001,subcategory,,,Membongkar 1 m2 Genteng,,,,900000.00,0.0000,0.00,8,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
eb62a4b2-81fa-4eba-ab36-40f40d3d69f5,c0000000-0000-0000-0000-000000000001,subcategory,,,"Membongkar 1 m3 Kuda-kuda, Gording/Balok",,,,768600.00,0.0000,0.00,9,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
326bd341-d1c6-4865-9a00-925895c78829,c0000000-0000-0000-0000-000000000001,subcategory,,,Membongkar 1 m2 Rangka Atap/Reng kaso,,,,900000.00,0.0000,0.00,10,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
3b2fbb23-fae2-4dfa-8a0b-36ece157d496,c0000000-0000-0000-0000-000000000001,subcategory,,,Membongkar 1 m2 Plafond,,,,1060125.00,0.0000,0.00,11,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
b9afc49e-dcad-4463-8cff-578552b2f903,c0000000-0000-0000-0000-000000000001,subcategory,,,Membongkar 1 m3 Beton bertulang,,,,5046000.00,0.0000,0.00,12,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
b510c969-09d0-41be-9c7f-f84a7749fecd,c0000000-0000-0000-0000-000000000001,category,VI,,PEKERJAAN PLAFOND,,,,37465328.50,2.8761,35.00,162,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,2026-04-30T17:00:00.000Z,2026-06-14T17:00:00.000Z,"[""e28f3ea0-85a6-40eb-9fb3-62c0673e2dc9""]","[]"
0c74acc2-3e02-4903-8f34-a571a62a2914,c0000000-0000-0000-0000-000000000001,category,VIII,,PEKERJAAN FINISHING KERAMIK,,,,167954912.60,12.8934,90.00,179,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,2026-05-14T17:00:00.000Z,2026-06-30T17:00:00.000Z,"[""e28f3ea0-85a6-40eb-9fb3-62c0673e2dc9""]","[]"
81079870-9995-4494-94ae-12cc83ed0d18,c0000000-0000-0000-0000-000000000001,subcategory,A,,Pondasi,,,,,0.0000,0.00,22,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
92885107-6bef-4371-a176-c624eac0d4ef,c0000000-0000-0000-0000-000000000001,subcategory,,,Pondasi F5,,,,,0.0000,0.00,27,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
f75e3d2e-cb24-40de-a513-e6ad8136a83b,c0000000-0000-0000-0000-000000000001,subcategory,,,Pondasi F6,,,,,0.0000,0.00,28,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
89ca7f62-618b-43b9-8b92-3dc6c1bfa850,c0000000-0000-0000-0000-000000000001,subcategory,B,,Sloof K-225,,,,,0.0000,0.00,29,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
0fa44c9f-7802-4fe8-a0b7-24dd4bc327db,c0000000-0000-0000-0000-000000000001,subcategory,C,,Kolom K-225,,,,,0.0000,0.00,41,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
f2bbbf1a-6643-4c25-9795-19486f912293,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai Basement,,,,,0.0000,0.00,42,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
821470b4-25cc-4d63-b3ef-87841ecafb0a,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai 1,,,,,0.0000,0.00,54,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
c5acea54-f1d8-44c6-b9db-4bf92128716b,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai 2,,,,,0.0000,0.00,58,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
61b90cc0-a58c-4e12-aa21-9140d62e70b7,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai 3,,,,,0.0000,0.00,62,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
8d1de5c0-4ae5-4651-9650-17a490f40fca,c0000000-0000-0000-0000-000000000001,subcategory,D,,Balok K-175,,,,,0.0000,0.00,65,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
a90eb72f-7873-40f6-8ce3-cb024bf11ab3,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai Basement,,,,,0.0000,0.00,66,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
50ce176f-1016-45f3-aff3-a97ea53fee1d,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai 1,,,,,0.0000,0.00,69,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
db08dfd1-3dbf-474b-9cb4-4cd60811cdff,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai 2,,,,,0.0000,0.00,74,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
93b1c3c8-0b97-4421-b076-5248f0f28bbe,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai 3,,,,,0.0000,0.00,79,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
83a3399a-a5e1-4ad6-ba4b-8703dac5505e,c0000000-0000-0000-0000-000000000001,category,XII,,PEKERJAAN MEKANIKAL & ELEKTRIKAL,,,,29321655.00,2.2509,10.00,240,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,2026-03-14T17:00:00.000Z,2026-06-19T17:00:00.000Z,"[""19f2238c-7124-4569-975a-da422d641c6e""]","[]"
19d5893f-1b0b-4efa-aace-d7551f75d8eb,c0000000-0000-0000-0000-000000000001,subcategory,F,,Cor Meja Dapur & wastafel,,,,,0.0000,0.00,94,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
9c533ffe-90a4-420c-81eb-d49c90c4769b,c0000000-0000-0000-0000-000000000001,subcategory,G,,Beton Tangga (Basement & Lt.3),,,,11867100.00,0.0000,0.00,95,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
bcfe5571-bcc7-4822-b2f0-2125d0a7b440,c0000000-0000-0000-0000-000000000001,subcategory,H,,Rabat Beton Taman,,,,609251.90,0.0000,0.00,96,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
464d0442-bf50-4f2c-bd51-4168a33df5a8,c0000000-0000-0000-0000-000000000001,category,IX,,PEKERJAAN CAT,,,,47430670.00,3.6411,5.00,207,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,2026-05-31T17:00:00.000Z,2026-07-14T17:00:00.000Z,"[""b510c969-09d0-41be-9c7f-f84a7749fecd"",""0c74acc2-3e02-4903-8f34-a571a62a2914""]","[]"
2edbb947-b377-494e-b1ec-acbc9fdb938a,c0000000-0000-0000-0000-000000000001,subcategory,A,,Pasangan Pondasi,,,,,0.0000,0.00,98,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
0ed28289-ad77-422a-8a86-9daf45f1ac4b,c0000000-0000-0000-0000-000000000001,subcategory,,,Lantai Kerja,,,,930892.24,0.0000,0.00,100,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
2dd0be40-6212-473a-8f6e-3c784c3dfd74,c0000000-0000-0000-0000-000000000001,subcategory,,,Urugan Pasir Bawah Pondasi Batu Kali,,,,205690.08,0.0000,0.00,101,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
4f373001-4ad3-4a41-a617-561e2d84a959,c0000000-0000-0000-0000-000000000001,subcategory,,,Lantai Kerja,,,,80713.20,0.0000,0.00,103,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
49a7dd0b-bbcf-4448-b845-88304f8e10db,c0000000-0000-0000-0000-000000000001,subcategory,,,Urugan Pasir Bawah Rolag Bata,,,,17834.40,0.0000,0.00,104,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
42913540-085d-47bb-bfca-bbc39a7fb6ee,c0000000-0000-0000-0000-000000000001,subcategory,B,,Pasangan Dinding,,,,,0.0000,0.00,105,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
7079a8c6-2ab2-4afd-a191-29422aa9db33,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai Basement,,,,,0.0000,0.00,106,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
df9cdd6b-a5a7-4097-8e88-e4d7cf546a8f,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai 1,,,,,0.0000,0.00,113,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
9b7acac1-575a-421b-889d-2ee007c897d8,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai 2,,,,,0.0000,0.00,120,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
76b1e8bc-1c59-4d4b-9677-b4da21d060a6,c0000000-0000-0000-0000-000000000001,subcategory,,,- Lantai 3,,,,,0.0000,0.00,127,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
e1949e15-f733-4af9-9bbe-1a1918c30719,c0000000-0000-0000-0000-000000000001,category,XIII,,PEKERJAAN LAIN - LAIN,,,,126310820.00,9.6965,10.00,261,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,2026-06-19T17:00:00.000Z,2026-07-24T17:00:00.000Z,"[""464d0442-bf50-4f2c-bd51-4168a33df5a8""]","[]"
2f3962de-dbee-4445-a791-f37e2523a364,c0000000-0000-0000-0000-000000000001,subcategory,D,,Pekerjaan Profilan,,,,,0.0000,0.00,140,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
0149038b-5913-4f52-b355-71ad21b329ea,c0000000-0000-0000-0000-000000000001,item,3,b6bb3c64-2e9a-43c4-84c7-ed5e6e1e5348,Air Kerja,ls,1.000,800000.00,800000.00,0.0000,100.00,3,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,30.00,50.00,15.00,5.00,,,,"[]"
19af9d5a-d6d1-4bc2-83fb-0dd2ce0c6d86,c0000000-0000-0000-0000-000000000001,subcategory,,,Plafond Drof Ceiling,,,,3094823.70,0.0000,0.00,164,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
4ca28807-38d1-4412-9ffa-8056970ea2b8,c0000000-0000-0000-0000-000000000001,subcategory,E,,Plat Lantai  K-175 / 225,,,,,0.0000,80.00,86,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
a23701d1-2755-4e50-8d5f-f5ceaea355ea,c0000000-0000-0000-0000-000000000001,item,2,b6bb3c64-2e9a-43c4-84c7-ed5e6e1e5348,Pagar Proyek,ls,1.000,1400000.00,1400000.00,0.0000,100.00,2,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,30.00,50.00,15.00,5.00,,,,"[]"
894bf3ed-5263-422d-af2b-f2f0aa1cf591,c0000000-0000-0000-0000-000000000001,subcategory,,,"Tamu, R. Duduk, R. Belajar, Balkon RT. Utama, Balkon RT. Anak)",,,,,0.0000,0.00,181,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
2b1f771f-c8f7-4651-b3d5-7a3d7b82a4fd,c0000000-0000-0000-0000-000000000001,subcategory,,,"Ruang Service, Steping Lantai 3)",,,,,0.0000,0.00,184,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
8b8579ec-19d7-4065-ba50-6141d5eb6095,c0000000-0000-0000-0000-000000000001,subcategory,C,,Finishing Tampak,,,,,0.0000,40.00,135,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
0df4a5a3-fc20-4472-9f53-01f6eb89ee62,c0000000-0000-0000-0000-000000000001,subcategory,A,,Air Bersih,,,,,0.0000,88.13,229,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
9fe54697-4804-4cf1-9ca8-384f970a0410,c0000000-0000-0000-0000-000000000001,subcategory,B,,"Air Kotor, Bekas & Hujan",,,,,0.0000,68.52,233,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
1e975e4c-ddad-4cf6-a229-cf801889f75b,c0000000-0000-0000-0000-000000000001,category,VII,,PEKERJAAN ATAP,,,,145315649.52,11.1554,26.29,170,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,2026-03-31T17:00:00.000Z,2026-04-30T17:00:00.000Z,"[""19f2238c-7124-4569-975a-da422d641c6e""]","[]"
3a380285-9e8a-4496-acbf-50ca988fbb74,c0000000-0000-0000-0000-000000000001,subcategory,,,Note :,,,,,0.0000,0.00,258,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
1aa456d3-451f-4451-9e7e-c8c49208a24f,c0000000-0000-0000-0000-000000000001,subcategory,,,All Instalasi menggunakan conduit di klem di atas plafond,,,,,0.0000,0.00,259,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
12649cb4-9cac-4b72-a118-9ef5b1ef835d,c0000000-0000-0000-0000-000000000001,subcategory,,,All Kabel menggunakan Kabel Ex. Eterna / setara,,,,,0.0000,0.00,260,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
252f31d1-8d53-4103-9b18-07fbb2bd4830,c0000000-0000-0000-0000-000000000001,category,XIV,,PEKERJAAN TAMBAH,,,,,0.0000,0.00,282,2026-06-13T17:41:16.246Z,2026-06-13T17:41:16.246Z,0.00,0.00,0.00,0.00,,,,"[]"
