id,rule_id,target_type,role_name,permission_key,created_at,company_id
31bb3d6b-7ba9-4a07-ad54-567a1b05b756,5e1b62bf-228e-4003-84c1-10045c360d57,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
f91cdcb5-b1fd-4bde-b272-c015a388d70d,c45a378d-52b0-4044-9c2c-9ed202d49742,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
9c59fd3c-7cd4-4fc9-a3f0-39a6d5535ad7,4f265413-bcbf-4ba3-9c7a-eaad77a097e6,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
78260d95-6c77-4eaa-b5c2-ebcfe284c92e,1b8b67d6-3ec7-47bd-8b1a-1ebdb1f1d61c,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
44783e09-dc2b-49ca-be6f-52a204e24536,4ec837d3-a861-47aa-aed0-0a993c85ba3b,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
762aab1e-789b-4d99-9bee-c86ea0ff4d81,c4c8bca4-092e-46d2-ac2d-e70a211ea1e5,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
a44790a2-e80d-40ad-bf4c-6913c1d838b5,5814bb04-5e1c-4c34-bc91-9dbc57237d66,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
fb28f4a1-73a0-4110-bd0f-9d2cf3860c95,5a368f52-f05b-44da-b49a-15e9ac6ef204,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
d79c08fd-0088-4d5d-98cd-6a534d2a6e24,103006e7-68e7-4a9e-a659-f4bbb872accc,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
96a9081b-d8ce-4b73-bd43-57dfbbd7e61c,afab55aa-c3d8-4942-bfd6-dbdb51fefc7c,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
81efd19e-1dc0-4d73-93cb-1831e4a0208a,78a3bdf5-644a-4527-a931-3fd628371eb9,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
ccdf3068-b054-4455-be04-9441314d83ee,9abe6ce0-050e-4018-b20d-ff0fd5d7e973,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
04c9c024-71fa-408a-9da3-5dcf9922d3d4,11050769-63c5-4577-bfee-6dfd7e223afb,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
2438deb1-8420-4672-8384-e33306256f39,72460a55-360a-40cf-8ccc-5d394984707e,role,admin,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
c7fc329c-1bcc-44f0-b065-82f63c25dafb,c45a378d-52b0-4044-9c2c-9ed202d49742,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
02163307-c6a5-4803-ae9b-fbdf775a7466,4f265413-bcbf-4ba3-9c7a-eaad77a097e6,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
76dee4f9-030d-40a4-8e3b-e0591d732a2f,1b8b67d6-3ec7-47bd-8b1a-1ebdb1f1d61c,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
64fb139f-58c9-40dd-9cf6-54738f98f84c,c4c8bca4-092e-46d2-ac2d-e70a211ea1e5,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
5cefe5ca-84b4-49b2-89d8-b0811ad28d58,5814bb04-5e1c-4c34-bc91-9dbc57237d66,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
9e673a56-75a2-45b2-ad51-dbb31ee859ac,103006e7-68e7-4a9e-a659-f4bbb872accc,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
63af51b1-44da-4dea-9b54-028babf465f9,afab55aa-c3d8-4942-bfd6-dbdb51fefc7c,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
38e4389e-6e15-4fa4-9200-39743a9b69f6,78a3bdf5-644a-4527-a931-3fd628371eb9,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
9708362d-d195-461e-a6ce-b3020872ec98,9abe6ce0-050e-4018-b20d-ff0fd5d7e973,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
72388cf6-dcd9-47aa-b2d4-b9e9eecb1c3c,11050769-63c5-4577-bfee-6dfd7e223afb,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
9129476b-7bbd-4531-b7c8-86a28f7c9589,72460a55-360a-40cf-8ccc-5d394984707e,project_pm,,,2026-07-24T13:25:24.448Z,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
