id,name,type,parent_id,sort_order,is_active,created_at,updated_at,company_id
e1000000-0000-0000-0000-000000000001,Material,material,,1,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e2000000-0000-0000-0000-000000000001,Upah Kerja,labor,,2,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e3000000-0000-0000-0000-000000000001,Alat Berat,equipment,,3,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e4000000-0000-0000-0000-000000000001,Alat Pendukung,equipment,,4,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000001,Operasional,operational,,5,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e6000000-0000-0000-0000-000000000001,Konsumsi,operational,,6,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e7000000-0000-0000-0000-000000000001,Lain-lain,other,,7,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e8000000-0000-0000-0000-000000000001,Admin & Biaya TF,other,,8,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000010,Pasir,material,e1000000-0000-0000-0000-000000000001,1,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000011,Batu,material,e1000000-0000-0000-0000-000000000001,2,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000012,Sirtu,material,e1000000-0000-0000-0000-000000000001,3,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000013,Tanah Urugan,material,e1000000-0000-0000-0000-000000000001,4,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000014,Beton Ready Mix,material,e1000000-0000-0000-0000-000000000001,5,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000015,Semen,material,e1000000-0000-0000-0000-000000000001,6,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000016,Batu Split,material,e1000000-0000-0000-0000-000000000001,7,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000020,Besi Beton,material,e1000000-0000-0000-0000-000000000001,8,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000021,Besi Baja / CNP,material,e1000000-0000-0000-0000-000000000001,9,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000022,Wiremesh,material,e1000000-0000-0000-0000-000000000001,10,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000023,Plat Besi,material,e1000000-0000-0000-0000-000000000001,11,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000024,Kawat Bendrat,material,e1000000-0000-0000-0000-000000000001,12,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000025,Kawat Las,material,e1000000-0000-0000-0000-000000000001,13,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000026,Angkur,material,e1000000-0000-0000-0000-000000000001,14,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000027,Spanskrup,material,e1000000-0000-0000-0000-000000000001,15,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000030,Bata Merah,material,e1000000-0000-0000-0000-000000000001,16,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000031,Bata Hebel,material,e1000000-0000-0000-0000-000000000001,17,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000032,Spandek / Bondek,material,e1000000-0000-0000-0000-000000000001,18,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000033,Atap Spandek,material,e1000000-0000-0000-0000-000000000001,19,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000034,Wall Cladding,material,e1000000-0000-0000-0000-000000000001,20,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000035,Bubble Foil / Peredam,material,e1000000-0000-0000-0000-000000000001,21,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000036,Gypsum Board,material,e1000000-0000-0000-0000-000000000001,22,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000040,Bekisting,material,e1000000-0000-0000-0000-000000000001,23,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000041,Kayu,material,e1000000-0000-0000-0000-000000000001,24,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000042,Triplek,material,e1000000-0000-0000-0000-000000000001,25,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000043,Pipa PVC,material,e1000000-0000-0000-0000-000000000001,26,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000044,Pipa Galvanis,material,e1000000-0000-0000-0000-000000000001,27,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000050,Cat,material,e1000000-0000-0000-0000-000000000001,28,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000051,Keramik / Granit,material,e1000000-0000-0000-0000-000000000001,29,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000052,Sika Chapdur / Floor Hardener,material,e1000000-0000-0000-0000-000000000001,30,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000053,Waterproof / Anti Bocor,material,e1000000-0000-0000-0000-000000000001,31,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000054,Lem / Nat,material,e1000000-0000-0000-0000-000000000001,32,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000055,Exhaust / Ventilasi,material,e1000000-0000-0000-0000-000000000001,33,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000056,Lampu,material,e1000000-0000-0000-0000-000000000001,34,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000057,Kabel Listrik,material,e1000000-0000-0000-0000-000000000001,35,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000058,"Sanitasi (Kloset, Kran)",material,e1000000-0000-0000-0000-000000000001,36,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000060,Tagihan Toko Material,material,e1000000-0000-0000-0000-000000000001,37,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e1000000-0000-0000-0000-000000000061,Material Lain-lain,material,e1000000-0000-0000-0000-000000000001,38,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e2000000-0000-0000-0000-000000000010,Upah Harian,labor,e2000000-0000-0000-0000-000000000001,1,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e2000000-0000-0000-0000-000000000011,Upah Borongan,labor,e2000000-0000-0000-0000-000000000001,2,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e2000000-0000-0000-0000-000000000012,Kasbon Upah,labor,e2000000-0000-0000-0000-000000000001,3,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e2000000-0000-0000-0000-000000000013,Kasbon Uang Makan,labor,e2000000-0000-0000-0000-000000000001,4,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e2000000-0000-0000-0000-000000000014,Upah Security,labor,e2000000-0000-0000-0000-000000000001,5,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e2000000-0000-0000-0000-000000000015,Upah Strauss / Bored Pile,labor,e2000000-0000-0000-0000-000000000001,6,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e2000000-0000-0000-0000-000000000016,Upah Bedeng / Saung,labor,e2000000-0000-0000-0000-000000000001,7,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e2000000-0000-0000-0000-000000000017,Kasbon Mandor (Umum),labor,e2000000-0000-0000-0000-000000000001,8,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e2000000-0000-0000-0000-000000000018,Settlement Borongan,labor,e2000000-0000-0000-0000-000000000001,9,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e3000000-0000-0000-0000-000000000010,Sewa Beko / Excavator,equipment,e3000000-0000-0000-0000-000000000001,1,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e3000000-0000-0000-0000-000000000011,Sewa Molen,equipment,e3000000-0000-0000-0000-000000000001,2,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e3000000-0000-0000-0000-000000000012,Sewa Pompa Cor,equipment,e3000000-0000-0000-0000-000000000001,3,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e3000000-0000-0000-0000-000000000013,Sewa Scaffolding,equipment,e3000000-0000-0000-0000-000000000001,4,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e3000000-0000-0000-0000-000000000014,Sewa Crane,equipment,e3000000-0000-0000-0000-000000000001,5,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e3000000-0000-0000-0000-000000000015,Sewa Stamper,equipment,e3000000-0000-0000-0000-000000000001,6,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e3000000-0000-0000-0000-000000000016,Sewa Genset,equipment,e3000000-0000-0000-0000-000000000001,7,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e3000000-0000-0000-0000-000000000017,Mobil Dump / Angkut,equipment,e3000000-0000-0000-0000-000000000001,8,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e3000000-0000-0000-0000-000000000018,Solar / BBM Alat Berat,equipment,e3000000-0000-0000-0000-000000000001,9,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e4000000-0000-0000-0000-000000000010,Beli Peralatan Kecil,equipment,e4000000-0000-0000-0000-000000000001,1,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e4000000-0000-0000-0000-000000000011,Perawatan & Servis Alat,equipment,e4000000-0000-0000-0000-000000000001,2,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e4000000-0000-0000-0000-000000000012,APD / Safety,equipment,e4000000-0000-0000-0000-000000000001,3,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000010,Token Listrik Proyek,operational,e5000000-0000-0000-0000-000000000001,1,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000011,Air Bersih / PDAM,operational,e5000000-0000-0000-0000-000000000001,2,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000012,Kontrakan / Sewa Tempat,operational,e5000000-0000-0000-0000-000000000001,3,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000013,Bensin Proyek,operational,e5000000-0000-0000-0000-000000000001,4,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000014,Sewa Kendaraan,operational,e5000000-0000-0000-0000-000000000001,5,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000015,Solar Molen,operational,e5000000-0000-0000-0000-000000000001,6,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000016,Internet / Indihome,operational,e5000000-0000-0000-0000-000000000001,7,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000017,Parkir & Tol,operational,e5000000-0000-0000-0000-000000000001,8,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000018,Fotokopi & Print,operational,e5000000-0000-0000-0000-000000000001,9,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000019,Komunikasi / Pulsa,operational,e5000000-0000-0000-0000-000000000001,10,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e5000000-0000-0000-0000-000000000020,Transportasi Material,operational,e5000000-0000-0000-0000-000000000001,11,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e6000000-0000-0000-0000-000000000010,Makan & Minum Pekerja,operational,e6000000-0000-0000-0000-000000000001,1,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e6000000-0000-0000-0000-000000000011,Rokok / Snack,operational,e6000000-0000-0000-0000-000000000001,2,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e6000000-0000-0000-0000-000000000012,Konsumsi Rapat / Klien,operational,e6000000-0000-0000-0000-000000000001,3,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e7000000-0000-0000-0000-000000000010,Biaya IMB / PBG,other,e7000000-0000-0000-0000-000000000001,1,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e7000000-0000-0000-0000-000000000011,Biaya Notaris,other,e7000000-0000-0000-0000-000000000001,2,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e7000000-0000-0000-0000-000000000012,Biaya Konsultan,other,e7000000-0000-0000-0000-000000000001,3,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e7000000-0000-0000-0000-000000000013,"Instalasi (Internet, AC)",other,e7000000-0000-0000-0000-000000000001,4,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e7000000-0000-0000-0000-000000000014,Uang Rokok / Tip,other,e7000000-0000-0000-0000-000000000001,5,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e7000000-0000-0000-0000-000000000015,Tak Terduga,other,e7000000-0000-0000-0000-000000000001,6,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e7000000-0000-0000-0000-000000000016,Biaya Lainnya,other,e7000000-0000-0000-0000-000000000001,7,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e8000000-0000-0000-0000-000000000010,Biaya Admin Transfer,other,e8000000-0000-0000-0000-000000000001,1,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e8000000-0000-0000-0000-000000000011,Biaya Admin Bank,other,e8000000-0000-0000-0000-000000000001,2,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
e8000000-0000-0000-0000-000000000012,"Pajak (PPh, PPN)",other,e8000000-0000-0000-0000-000000000001,3,true,2026-08-01T06:04:42.451Z,2026-08-01T06:04:42.451Z,
