id,estimate_version_id,cost_code_id,assembly_id,cbs_node_id,wbs_node_id,quantity,amount,sort_order,notes,created_at,price_date,price_location,hsp_snapshot,provenance_captured
7fc9f084-f13c-4d1a-84d5-da7c6c0b14c1,22dfae31-2f1f-47a7-88e4-c526783cb6b4,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:55:19.019Z,,,,false
3c965b34-bd38-4fd1-b4f4-3c3ad80d4f39,9761f6c2-8aa1-4dc7-b7ea-cee17cf6b1ea,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:55:20.543Z,,,,false
c6de8a85-55ad-44b4-802b-bd905b68bb1a,9ff5162d-092b-4c45-97c2-f1962d29d09d,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:55:21.632Z,,,,false
27ead325-3934-4086-936f-f47ceab69f62,9c9ca271-0f39-4748-8277-ae705e8955eb,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:55:22.288Z,,,,false
1772abac-45a1-4f94-9f34-eb616cc5651d,6af8bdf8-6519-48aa-8b36-1cc85a39fab8,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:55:22.502Z,,,,false
e0dc4d11-7616-43dc-bd9d-226f259de09c,83a33289-b72a-4330-9b04-8e7ddcad47d7,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:55:23.055Z,,,,false
4348d2cb-93ae-4fe8-8968-fb1125624526,83a33289-b72a-4330-9b04-8e7ddcad47d7,c383dd94-afcf-4959-9418-743efb8f95e8,,,,5.0000,1000.00,0,,2026-07-25T07:55:23.571Z,,,,false
899b00ab-79ce-4fa7-a505-5e95b1601e60,c112610f-30de-4833-bfb8-af4a4d155800,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:56:09.513Z,,,,false
6ebeff48-7ec3-4c4b-ac3d-de63e875bdf4,e085b2c2-146a-4b1f-aa2f-d812dadd22c3,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:56:10.439Z,,,,false
6658a540-59f2-49ed-8a63-0a9917154e6b,44253142-aaf2-4012-b49c-862b05625054,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:56:11.501Z,,,,false
696785b0-f1be-42e0-b381-36283c63902e,9c1e4ddb-907b-4070-8c47-868921248483,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:56:12.001Z,,,,false
2d371157-e551-4e1e-90d6-1ff4d642107e,33a716cf-96e2-47b0-9e93-4b13675110a5,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:56:12.225Z,,,,false
ad957e0c-8554-40d6-a7e2-e83800a427ae,814f1095-f412-4714-93a8-b6438033822e,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:56:12.748Z,,,,false
7a4026aa-0869-4633-9338-58219014c3af,814f1095-f412-4714-93a8-b6438033822e,c383dd94-afcf-4959-9418-743efb8f95e8,,,,5.0000,1000.00,0,,2026-07-25T07:56:13.301Z,,,,false
d7844475-0c8e-43e2-966e-c21f5d2766c3,e7686ef2-7cf6-4b8f-bef2-e4c6585d1ef8,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:57:20.982Z,,,,false
5a0cafe3-8b72-47d3-84f4-7dba6bc9eeac,2ab385b7-822c-4bec-8807-9f7b8c23516f,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:57:21.735Z,,,,false
f326e1ba-0811-4ff8-ba32-dd8e5f68688b,34b6dcdf-7114-4e40-9355-51d41436eab6,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:57:22.734Z,,,,false
f144a384-29b0-4037-96fc-dad469656da6,4fb4eea8-5ddc-4a30-9d37-9602912f1993,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:57:23.210Z,,,,false
9d7f399f-c430-4a0f-a5cd-043a0347a7a7,1ff61e9f-1e8b-460c-8fd1-2b9db1fc9a18,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:57:23.401Z,,,,false
1e5ef6c2-d51e-43bd-8f33-e17128204bb5,0ee9453f-990a-4fa4-810c-b5e29b8e47f0,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:57:23.997Z,,,,false
b1e2d217-3717-41c6-9f20-7402252c115f,0ee9453f-990a-4fa4-810c-b5e29b8e47f0,c383dd94-afcf-4959-9418-743efb8f95e8,,,,5.0000,1000.00,0,,2026-07-25T07:57:24.460Z,,,,false
8764090e-1041-4388-bfbf-f36fe25a939a,26dffdfd-bfa3-4590-9e9f-0478cfdd18a8,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:58:52.619Z,,,,false
a9bfc55f-4ca0-46af-81ca-f19dc815f9ef,28811669-245b-472f-b15c-08eb6921b2db,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:58:53.673Z,,,,false
05eabac8-0b67-44d2-bbb8-c69764dbfd5e,d90b19e6-f670-4157-a068-23a0d4fa886c,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:58:54.839Z,,,,false
fc8afa81-96f4-4854-b0c4-8c3367ed577e,e9eb421c-4a36-4295-9e2d-2b7f5b284578,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:58:55.319Z,,,,false
2c59178c-d76c-47e1-bbd8-475327554f1f,f5218384-2c05-48f6-890c-217509f0bc60,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:58:55.550Z,,,,false
28d1d560-99b9-41f2-a092-a45f858f5152,4c262f7a-9f80-4d9f-8e3d-c0c10962fd8b,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:58:56.505Z,,,,false
588fc106-9005-4307-b0a4-a09b9f2fd67c,1106ea99-6663-463f-b5dd-cfa64824bccb,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:58:57.015Z,,,,false
ddc12c23-84a4-4bc1-a9b5-be35da7003d9,1106ea99-6663-463f-b5dd-cfa64824bccb,c383dd94-afcf-4959-9418-743efb8f95e8,,,,5.0000,1000.00,0,,2026-07-25T07:58:57.495Z,,,,false
bb9533c4-1779-4886-b828-1f85a4d24c03,aa367cc2-e703-4ddc-858f-ade6b4099108,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:59:07.356Z,,,,false
ec68939a-952c-4eae-8600-6df914b78cc5,503a684d-2cff-4101-837b-d274bc5c26d7,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:59:08.153Z,,,,false
b5c78daf-eda7-4cfd-a289-4092cacddf84,8b5a8c32-44bd-47a0-9598-bafa6b0699f8,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:59:09.115Z,,,,false
2199dcc1-4303-458f-b96b-4e06d2f78d92,6372f905-beff-4d82-8cb2-673c1c16d3a8,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:59:09.573Z,,,,false
526fc0e3-2339-45af-a3f6-97d5820d086e,96a91b75-6f5d-47c6-8d6b-a64f1fcbecf2,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:59:09.837Z,,,,false
c5b765d3-3422-4a02-a466-2e2cd71846d5,0080b272-2d4f-4088-944b-87fbd4e08900,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:59:10.488Z,,,,false
c47f7651-9f05-4376-9ba7-b858e558a267,0d6d6576-a1fd-48e3-8665-4ca402616a71,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:59:11.013Z,,,,false
d000efb9-4770-4007-a274-37f1d3c6f671,0d6d6576-a1fd-48e3-8665-4ca402616a71,c383dd94-afcf-4959-9418-743efb8f95e8,,,,5.0000,1000.00,0,,2026-07-25T07:59:11.501Z,,,,false
485e06d8-b1e9-470f-be28-813ee30aa3d1,260f5d64-d619-4444-8f35-a01a56304c15,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:59:13.285Z,,,,false
d10d4d86-be51-4a0f-b41d-95896f64a955,8aa1d966-9007-4f0f-a3d5-2630e3a13a2f,c383dd94-afcf-4959-9418-743efb8f95e8,,,,10.0000,5000000.00,0,,2026-07-25T07:59:14.070Z,,,,false
